species	cell_hits
Rauenia bonariensis_Blue-and-yellow Tanager	65
Sporophila caerulescens_Double-collared Seedeater	65
Synallaxis frontalis_Sooty-fronted Spinetail	65
Thraupis sayaca_Sayaca Tanager	65
Vireo altiloquus_Black-whiskered Vireo	65
Anurolimnas viridis_Russet-crowned Crake	64
Cantorchilus leucotis_Buff-breasted Wren	64
Chlorostilbon lucidus_Glittering-bellied Emerald	64
Chrysolampis mosquitus_Ruby-topaz Hummingbird	64
Ciccaba huhula_Black-banded Owl	64
Crypturellus parvirostris_Small-billed Tinamou	64
Diuca diuca_Diuca Finch	64
Formicivora grisea_White-fringed Antwren	64
Leistes superciliaris_White-browed Meadowlark	64
Melanerpes candidus_White Woodpecker	64
Myiobius barbatus_Whiskered Flycatcher	64
Piculus flavigula_Yellow-throated Woodpecker	64
Plegadis falcinellus_Glossy Ibis	64
Setophaga fusca_Blackburnian Warbler	64
Thalurania furcata_Fork-tailed Woodnymph	64
Ara ararauna_Blue-and-yellow Macaw	63
Ara macao_Scarlet Macaw	63
Chelidoptera tenebrosa_Swallow-winged Puffbird	63
Crypturellus tataupa_Tataupa Tinamou	63
Loriotus luctuosus_White-shouldered Tanager	63
Muscisaxicola albilora_White-browed Ground-Tyrant	63
Myiopagis gaimardii_Forest Elaenia	63
Picumnus cirratus_White-barred Piculet	63
Rhynchotus rufescens_Red-winged Tinamou	63
Stilpnia cayana_Burnished-buff Tanager	63
Tinamus major_Great Tinamou	63
Turdus falcklandii_Austral Thrush	63
Calidris alpina_Dunlin	62
Eupetomena macroura_Swallow-tailed Hummingbird	62
Florisuga mellivora_White-necked Jacobin	62
Hemitriccus margaritaceiventer_Pearly-vented Tody-Tyrant	62
Onychorhynchus coronatus_Royal Flycatcher	62
Piculus chrysochloros_Golden-green Woodpecker	62
Quiscalus mexicanus_Great-tailed Grackle	62
Seiurus aurocapilla_Ovenbird	62
Serpophaga subcristata_White-crested Tyrannulet	62
Spinus barbatus_Black-chinned Siskin	62
Sterna dougallii_Roseate Tern	62
Tachornis squamata_Fork-tailed Palm-Swift	62
Turdus rufiventris_Rufous-bellied Thrush	62
Upucerthia dumetaria_Scale-throated Earthcreeper	62
Agelaius phoeniceus_Red-winged Blackbird	61
Conirostrum bicolor_Bicolored Conebill	61
Cyanoloxia brissonii_Ultramarine Grosbeak	61
Furnarius rufus_Rufous Hornero	61
Mimus polyglottos_Northern Mockingbird	61
Oxyura jamaicensis_Ruddy Duck	61
Passerculus sandwichensis_Savannah Sparrow	61
Polioptila caerulea_Blue-gray Gnatcatcher	61
Polioptila plumbea_Tropical Gnatcatcher	61
Polytmus guainumbi_White-tailed Goldenthroat	61
Stelgidopteryx serripennis_Northern Rough-winged Swallow	61
Cissopis leverianus_Magpie Tanager	60
Coccycua minuta_Little Cuckoo	60
Icterus pyrrhopterus_Variable Oriole	60
Momotus momota_Amazonian Motmot	60
Parkesia motacilla_Louisiana Waterthrush	60
Pseudastur albicollis_White Hawk	60
Rhea americana_Greater Rhea	60
Tyrannus albogularis_White-throated Kingbird	60
Tyrannus dominicensis_Gray Kingbird	60
Vireo flavoviridis_Yellow-green Vireo	60
Xiphorhynchus guttatus_Buff-throated Woodcreeper	60
Zenaida macroura_Mourning Dove	60
Atticora tibialis_White-thighed Swallow	59
Cariama cristata_Red-legged Seriema	59
Chlorophonia cyanocephala_Golden-rumped Euphonia	59
Colaptes auratus_Northern Flicker	59
Elaenia cristata_Plain-crested Elaenia	59
Gnorimopsar chopi_Chopi Blackbird	59
Molothrus rufoaxillaris_Screaming Cowbird	59
Tachycineta leucorrhoa_White-rumped Swallow	59
Tangara gyrola_Bay-headed Tanager	59
Amazona aestiva_Turquoise-fronted Parrot	58
Anhima cornuta_Horned Screamer	58
Bombycilla cedrorum_Cedar Waxwing	58
Chloephaga picta_Upland Goose	58
Chloroceryle inda_Green-and-rufous Kingfisher	58
Contopus sordidulus_Western Wood-Pewee	58
Dendrocincla fuliginosa_Plain-brown Woodcreeper	58
Geositta rufipennis_Rufous-banded Miner	58
Laterallus jamaicensis_Black Rail	58
Leistes militaris_Red-breasted Meadowlark	58
Passerina ciris_Painted Bunting	58
Phyllomyias fasciatus_Planalto Tyrannulet	58
Polioptila dumicola_Masked Gnatcatcher	58
Tyrannulus elatus_Yellow-crowned Tyrannulet	58
Ara chloropterus_Red-and-green Macaw	57
Archilochus colubris_Ruby-throated Hummingbird	57
Brotogeris chiriri_Yellow-chevroned Parakeet	57
Chaetura brachyura_Short-tailed Swift	57
Eurypyga helias_Sunbittern	57
Gallinago magellanica_Magellanic Snipe	57
Hemithraupis flavicollis_Yellow-backed Tanager	57
Ictinia mississippiensis_Mississippi Kite	57
Leiothlypis peregrina_Tennessee Warbler	57
Myioborus miniatus_Slate-throated Redstart	57
Myiodynastes luteiventris_Sulphur-bellied Flycatcher	57
Nothura maculosa_Spotted Nothura	57
Ornithion inerme_White-lored Tyrannulet	57
Rhynchocyclus olivaceus_Olivaceous Flatbill	57
Saltator aurantiirostris_Golden-billed Saltator	57
Streptoprocne rutila_Chestnut-collared Swift	57
Terenotriccus erythrurus_Ruddy-tailed Flycatcher	57
Vanellus cayanus_Pied Lapwing	57
Xolmis irupero_White Monjita	57
Amaurolimnas concolor_Uniform Crake	56
Arremon taciturnus_Pectoral Sparrow	56
Chamaeza campanisona_Short-tailed Antthrush	56
Chiroxiphia pareola_Blue-backed Manakin	56
Chlorestes notata_Blue-chinned Sapphire	56
Dryobates fumigatus_Smoky-brown Woodpecker	56
Myiothlypis rivularis_Riverbank Warbler	56
Nystalus chacuru_White-eared Puffbird	56
Patagioenas subvinacea_Ruddy Pigeon	56
Pseudopipra pipra_White-crowned Manakin	56
Setophaga virens_Black-throated Green Warbler	56
Sterna trudeaui_Snowy-crowned Tern	56
Tangara mexicana_Turquoise Tanager	56
Thectocercus acuticaudatus_Blue-crowned Parakeet	56
Amazona ochrocephala_Yellow-crowned Parrot	55
Ammodramus savannarum_Grasshopper Sparrow	55
Celeus flavus_Cream-colored Woodpecker	55
Conopias trivirgatus_Three-striped Flycatcher	55
Dendrocolaptes picumnus_Black-banded Woodcreeper	55
Dendroma rufa_Buff-fronted Foliage-gleaner	55
Diopsittaca nobilis_Red-shouldered Macaw	55
Grallaria varia_Variegated Antpitta	55
Harpia harpyja_Harpy Eagle	55
Hylocharis sapphirina_Rufous-throated Sapphire	55
Ibycter americanus_Red-throated Caracara	55
Lipaugus vociferans_Screaming Piha	55
Nonnula rubecula_Rusty-breasted Nunlet	55
