species	cell_hits
Threnetes ruckeri_Band-tailed Barbthroat	10
Tigrisoma lineatum_Rufescent Tiger-Heron	10
Trogon mexicanus_Mountain Trogon	10
Vireo gilvus_Warbling Vireo	10
Vireo pallens_Mangrove Vireo	10
Aeronautes saxatalis_White-throated Swift	9
Amazona auropalliata_Yellow-naped Parrot	9
Anthracothorax nigricollis_Black-throated Mango	9
Ara ararauna_Blue-and-yellow Macaw	9
Ardea cocoi_Cocoi Heron	9
Asio clamator_Striped Owl	9
Atticora pileata_Black-capped Swallow	9
Automolus ochrolaemus_Buff-throated Foliage-gleaner	9
Bolborhynchus lineola_Barred Parakeet	9
Cacicus cela_Yellow-rumped Cacique	9
Cacicus uropygialis_Scarlet-rumped Cacique	9
Calidris subruficollis_Buff-breasted Sandpiper	9
Calocitta formosa_White-throated Magpie-Jay	9
Campephilus melanoleucos_Crimson-crested Woodpecker	9
Campylorhynchus rufinucha_Rufous-naped Wren	9
Catharus guttatus_Hermit Thrush	9
Chaetura brachyura_Short-tailed Swift	9
Chrysolampis mosquitus_Ruby-topaz Hummingbird	9
Ciccaba nigrolineata_Black-and-white Owl	9
