species	cell_hits
Bucephala albeola_Bufflehead	43
Butorides striata_Striated Heron	43
Dryobates pubescens_Downy Woodpecker	43
Streptopelia senegalensis_Laughing Dove	43
Anthus spinoletta_Water Pipit	42
Lanius phoenicuroides_Red-tailed Shrike	42
Monticola solitarius_Blue Rock-Thrush	42
Plectrophenax hyperboreus_McKay's Bunting	42
Prunella fulvescens_Brown Accentor	42
Sula leucogaster_Brown Booby	42
Tringa guttifer_Nordmann's Greenshank	42
Accipiter soloensis_Chinese Sparrowhawk	41
Accipiter virgatus_Besra	41
Agropsar philippensis_Chestnut-cheeked Starling	41
Agropsar sturninus_Daurian Starling	41
Alaudala cheleensis_Asian Short-toed Lark	41
Amaurornis phoenicurus_White-breasted Waterhen	41
Ardea intermedia_Intermediate Egret	41
Ardenna carneipes_Flesh-footed Shearwater	41
Ardeola bacchus_Chinese Pond-Heron	41
Butastur indicus_Gray-faced Buzzard	41
Carpospiza brachydactyla_Pale Rockfinch	41
Cecropis daurica_Red-rumped Swallow	41
Charadrius leschenaultii_Greater Sand-Plover	41
Charadrius placidus_Long-billed Plover	41
Charadrius veredus_Oriental Plover	41
Corvus macrorhynchos_Large-billed Crow	41
Coturnix japonica_Japanese Quail	41
Cuculus micropterus_Indian Cuckoo	41
Cuculus poliocephalus_Lesser Cuckoo	41
Cyanoptila cyanomelana_Blue-and-white Flycatcher	41
Delichon dasypus_Asian House-Martin	41
Dendrocopos hyperythrus_Rufous-bellied Woodpecker	41
Egretta eulophotes_Chinese Egret	41
Emberiza cineracea_Cinereous Bunting	41
Emberiza godlewskii_Godlewski's Bunting	41
Emberiza tristrami_Tristram's Bunting	41
Emberiza variabilis_Gray Bunting	41
Emberiza yessoensis_Ochre-rumped Bunting	41
Eophona migratoria_Yellow-billed Grosbeak	41
Eophona personata_Japanese Grosbeak	41
Eurystomus orientalis_Dollarbird	41
Ficedula narcissina_Narcissus Flycatcher	41
Ficedula semitorquata_Semicollared Flycatcher	41
Ficedula zanthopygia_Yellow-rumped Flycatcher	41
Fregata ariel_Lesser Frigatebird	41
Gallicrex cinerea_Watercock	41
Gallinago megala_Swinhoe's Snipe	41
Glareola maldivarum_Oriental Pratincole	41
Gyps himalayensis_Himalayan Griffon	41
Halcyon coromanda_Ruddy Kingfisher	41
Halcyon pileata_Black-capped Kingfisher	41
Helopsaltes ochotensis_Middendorff's Grasshopper Warbler	41
Helopsaltes pryeri_Marsh Grassbird	41
Hierococcyx hyperythrus_Northern Hawk-Cuckoo	41
Horornis canturians_Manchurian Bush Warbler	41
Horornis diphone_Japanese Bush Warbler	41
Hydrobates monorhis_Swinhoe's Storm-Petrel	41
Hypsipetes amaurotis_Brown-eared Bulbul	41
Ixobrychus cinnamomeus_Cinnamon Bittern	41
Ixobrychus sinensis_Yellow Bittern	41
Ketupa blakistoni_Blakiston's Fish-Owl	41
Lanius bucephalus_Bull-headed Shrike	41
Lanius schach_Long-tailed Shrike	41
Lanius sphenocercus_Chinese Gray Shrike	41
Lanius tigrinus_Tiger Shrike	41
Lanius vittatus_Bay-backed Shrike	41
Larus cachinnans_Caspian Gull	41
Larus crassirostris_Black-tailed Gull	41
Larvivora akahige_Japanese Robin	41
Locustella tacsanowskia_Chinese Bush Warbler	41
Megaceryle lugubris_Crested Kingfisher	41
Monticola gularis_White-throated Rock-Thrush	41
Montifringilla nivalis_White-winged Snowfinch	41
Motacilla grandis_Japanese Wagtail	41
Ninox japonica_Northern Boobook	41
Nisaetus nipalensis_Mountain Hawk-Eagle	41
Oriolus chinensis_Black-naped Oriole	41
Otus lettia_Collared Scops-Owl	41
Otus semitorques_Japanese Scops-Owl	41
Parus minor_Japanese Tit	41
Passer cinnamomeus_Russet Sparrow	41
Pericrocotus divaricatus_Ashy Minivet	41
Pernis ptilorhynchus_Oriental Honey-buzzard	41
Petronia petronia_Rock Sparrow	41
Phoebastria immutabilis_Laysan Albatross	41
Phoebastria nigripes_Black-footed Albatross	41
Phoenicopterus roseus_Greater Flamingo	41
Phylloscopus borealoides_Sakhalin Leaf Warbler	41
Phylloscopus coronatus_Eastern Crowned Warbler	41
Phylloscopus examinandus_Kamchatka Leaf Warbler	41
Phylloscopus humei_Hume's Warbler	41
Phylloscopus tenellipes_Pale-legged Leaf Warbler	41
Pica serica_Oriental Magpie	41
Porphyrio poliocephalus_Gray-headed Swamphen	41
Pterocles alchata_Pin-tailed Sandgrouse	41
Pterodroma hypoleuca_Bonin Petrel	41
Remiz coronatus_White-crowned Penduline-Tit	41
Saundersilarus saundersi_Saunders's Gull	41
Sinosuthora webbiana_Vinous-throated Parrotbill	41
Sitta villosa_Snowy-browed Nuthatch	41
Sittiparus varius_Varied Tit	41
Spodiopsar cineraceus_White-cheeked Starling	41
Streptopelia tranquebarica_Red Collared-Dove	41
Terpsiphone atrocaudata_Japanese Paradise-Flycatcher	41
Terpsiphone incei_Amur Paradise-Flycatcher	41
Threskiornis melanocephalus_Black-headed Ibis	41
Tichodroma muraria_Wallcreeper	41
Treron sieboldii_White-bellied Green-Pigeon	41
Turdus cardis_Japanese Thrush	41
Turdus chrysolaus_Brown-headed Thrush	41
Turdus pallidus_Pale Thrush	41
Urosphena squameiceps_Asian Stubtail	41
Vanellus cinereus_Gray-headed Lapwing	41
Yungipicus canicapillus_Gray-capped Pygmy Woodpecker	41
Yungipicus kizuki_Japanese Pygmy Woodpecker	41
Zapornia fusca_Ruddy-breasted Crake	41
Zapornia paykullii_Band-bellied Crake	41
Zosterops erythropleurus_Chestnut-flanked White-eye	41
