species	cell_hits
Loxia leucoptera_White-winged Crossbill	18
Stercorarius parasiticus_Parasitic Jaeger	18
Turdus torquatus_Ring Ouzel	18
Bucanetes githagineus_Trumpeter Finch	17
Calidris maritima_Purple Sandpiper	17
Calidris subminuta_Long-toed Stint	17
Emberiza aureola_Yellow-breasted Bunting	17
Emberiza rustica_Rustic Bunting	17
Falco rusticolus_Gyrfalcon	17
Melanitta fusca_Velvet Scoter	17
Strix nebulosa_Great Gray Owl	17
Branta bernicla_Brant	16
Cuculus optatus_Oriental Cuckoo	16
Larus hyperboreus_Glaucous Gull	16
Phylloscopus nitidus_Green Warbler	16
Rissa tridactyla_Black-legged Kittiwake	16
Carpodacus puniceus_Red-fronted Rosefinch	15
Emberiza spodocephala_Black-faced Bunting	15
Fratercula arctica_Atlantic Puffin	15
Larus marinus_Great Black-backed Gull	15
Stercorarius skua_Great Skua	15
Alca torda_Razorbill	14
Anthus petrosus_Rock Pipit	14
Calandrella acutirostris_Hume's Lark	14
Calidris ruficollis_Red-necked Stint	14
Certhia himalayana_Bar-tailed Treecreeper	14
Dendrocoptes medius_Middle Spotted Woodpecker	14
Emberiza fucata_Chestnut-eared Bunting	14
Emberiza godlewskii_Godlewski's Bunting	14
Lanius senator_Woodchat Shrike	14
Muscicapa sibirica_Dark-sided Flycatcher	14
Saxicola rubicola_European Stonechat	14
Ammomanes deserti_Desert Lark	13
Branta leucopsis_Barnacle Goose	13
Hirundapus caudacutus_White-throated Needletail	13
Phoenicurus leucocephalus_White-capped Redstart	13
Picus viridis_Eurasian Green Woodpecker	13
Porphyrio poliocephalus_Gray-headed Swamphen	13
Sitta krueperi_Krüper's Nuthatch	13
Stercorarius longicaudus_Long-tailed Jaeger	13
Sterna paradisaea_Arctic Tern	13
Chroicocephalus brunnicephalus_Brown-headed Gull	12
Circus melanoleucos_Pied Harrier	12
Corvus dauuricus_Daurian Jackdaw	12
Delichon dasypus_Asian House-Martin	12
Dendrocopos hyperythrus_Rufous-bellied Woodpecker	12
Numenius madagascariensis_Far Eastern Curlew	12
Passer cinnamomeus_Russet Sparrow	12
Phylloscopus schwarzi_Radde's Warbler	12
Regulus ignicapilla_Common Firecrest	12
Somateria mollissima_Common Eider	12
Streptopelia tranquebarica_Red Collared-Dove	12
Tetraogallus caucasicus_Caucasian Snowcock	12
Vanellus cinereus_Gray-headed Lapwing	12
Amaurornis phoenicurus_White-breasted Waterhen	11
Anser cygnoides_Swan Goose	11
Carpospiza brachydactyla_Pale Rockfinch	11
Certhia brachydactyla_Short-toed Treecreeper	11
Chloris sinica_Oriental Greenfinch	11
Cyanopica cyanus_Azure-winged Magpie	11
Gallinago megala_Swinhoe's Snipe	11
Gavia adamsii_Yellow-billed Loon	11
Gavia immer_Common Loon	11
Larvivora cyane_Siberian Blue Robin	11
Loxia pytyopsittacus_Parrot Crossbill	11
Milvus milvus_Red Kite	11
Pericrocotus ethologus_Long-tailed Minivet	11
Prunella montanella_Siberian Accentor	11
Tetraogallus tibetanus_Tibetan Snowcock	11
Turdus naumanni_Naumann's Thrush	11
Tyto alba_Barn Owl	11
Anas zonorhyncha_Eastern Spot-billed Duck	10
Anthus gustavi_Pechora Pipit	10
Calidris acuminata_Sharp-tailed Sandpiper	10
Charadrius veredus_Oriental Plover	10
