species	cell_hits
Patagioenas fasciata_Band-tailed Pigeon	25
Psaltriparus minimus_Bushtit	25
Toxostoma lecontei_LeConte's Thrasher	25
Amphispiza bilineata_Black-throated Sparrow	24
Branta canadensis_Canada Goose	24
Calamospiza melanocorys_Lark Bunting	24
Campylorhynchus brunneicapillus_Cactus Wren	24
Cardinalis sinuatus_Pyrrhuloxia	24
Charadrius bicinctus_Double-banded Plover	24
Chlidonias hybrida_Whiskered Tern	24
Colaptes auratus_Northern Flicker	24
Colaptes chrysoides_Gilded Flicker	24
Contopus cooperi_Olive-sided Flycatcher	24
Cygnus atratus_Black Swan	24
Icterus bullockii_Bullock's Oriole	24
Phylloscopus poliocephalus_Island Leaf Warbler	24
Setophaga ruticilla_American Redstart	24
Sitta pygmaea_Pygmy Nuthatch	24
Spizella breweri_Brewer's Sparrow	24
Todiramphus sacer_Pacific Kingfisher	24
Toxostoma cinereum_Gray Thrasher	24
Tyrannus verticalis_Western Kingbird	24
Zenaida asiatica_White-winged Dove	24
Auriparus flaviceps_Verdin	23
Columbina talpacoti_Ruddy Ground Dove	23
Dryobates villosus_Hairy Woodpecker	23
Empidonax traillii_Willow Flycatcher	23
Geothlypis beldingi_Belding's Yellowthroat	23
Magumma parva_Anianiau	23
Rhyticeros plicatus_Blyth's Hornbill	23
Chalcophaps stephani_Stephan's Dove	22
Gymnorhina tibicen_Australian Magpie	22
Haliastur sphenurus_Whistling Kite	22
Junco hyemalis_Dark-eyed Junco	22
Leiothlypis ruficapilla_Nashville Warbler	22
Myiagra caledonica_Melanesian Flycatcher	22
Numenius minutus_Little Curlew	22
Spizella atrogularis_Black-chinned Sparrow	22
Todiramphus tristrami_Melanesian Kingfisher	22
Accipiter hiogaster_Variable Goshawk	21
Calidris bairdii_Baird's Sandpiper	21
Caprimulgus macrurus_Large-tailed Nightjar	21
Chaetura vauxi_Vaux's Swift	21
Chlidonias leucopterus_White-winged Tern	21
Gallinago hardwickii_Latham's Snipe	21
Larus livens_Yellow-footed Gull	21
Melanerpes uropygialis_Gila Woodpecker	21
Myzomela cardinalis_Cardinal Myzomela	21
Pelecanus conspicillatus_Australian Pelican	21
Ptilinopus viridis_Claret-breasted Fruit-Dove	21
Archilochus alexandri_Black-chinned Hummingbird	20
Buteo lineatus_Red-shouldered Hawk	20
Elseyornis melanops_Black-fronted Dotterel	20
Francolinus francolinus_Black Francolin	20
Gerygone flavolateralis_Fan-tailed Gerygone	20
Lalage leucopyga_Long-tailed Triller	20
Lichmera incana_Dark-brown Honeyeater	20
Pachycephala chlorura_Vanuatu Whistler	20
Pachycephala rufiventris_Rufous Whistler	20
Synoicus chinensis_Blue-breasted Quail	20
Agapornis roseicollis_Rosy-faced Lovebird	19
Aythya marila_Greater Scaup	19
Calidris pugnax_Ruff	19
Calidris tenuirostris_Great Knot	19
Carduelis carduelis_European Goldfinch	19
Cincloramphus macrurus_Papuan Grassbird	19
Hirundapus caudacutus_White-throated Needletail	19
Myiagra alecto_Shining Flycatcher	19
Pachycephala orioloides_Oriole Whistler	19
Petrochelidon nigricans_Tree Martin	19
Tachybaptus dominicus_Least Grebe	19
Tringa solitaria_Solitary Sandpiper	19
Corvus brachyrhynchos_American Crow	18
Leucophaeus pipixcan_Franklin's Gull	18
Rhipidura rufiventris_Northern Fantail	18
Setophaga occidentalis_Hermit Warbler	18
Uria aalge_Common Murre	18
Artemisiospiza belli_Bell's Sparrow	17
Cacatua ducorpsii_Ducorps's Cockatoo	17
Carterornis chrysomela_Golden Monarch	17
Saxicola caprata_Pied Bushchat	17
Zonotrichia atricapilla_Golden-crowned Sparrow	17
