species	cell_hits
Larvivora akahige_Japanese Robin	121
Phylloscopus borealoides_Sakhalin Leaf Warbler	121
Phylloscopus tenellipes_Pale-legged Leaf Warbler	121
Branta canadensis_Canada Goose	120
Cuculus micropterus_Indian Cuckoo	120
Elanus caeruleus_Black-winged Kite	120
Sittiparus varius_Varied Tit	120
Ficedula zanthopygia_Yellow-rumped Flycatcher	119
Horornis diphone_Japanese Bush Warbler	119
Yungipicus canicapillus_Gray-capped Pygmy Woodpecker	118
Gallicrex cinerea_Watercock	117
Locustella tacsanowskia_Chinese Bush Warbler	117
Sula leucogaster_Brown Booby	117
Accipiter soloensis_Chinese Sparrowhawk	116
Emberiza tristrami_Tristram's Bunting	116
Charadrius veredus_Oriental Plover	115
Halcyon coromanda_Ruddy Kingfisher	115
Lanius tigrinus_Tiger Shrike	115
Passer ammodendri_Saxaul Sparrow	115
Terpsiphone atrocaudata_Japanese Paradise-Flycatcher	115
Ardenna carneipes_Flesh-footed Shearwater	114
Turdus cardis_Japanese Thrush	114
Saundersilarus saundersi_Saunders's Gull	113
Eophona migratoria_Yellow-billed Grosbeak	111
Gallinago hardwickii_Latham's Snipe	109
Otus semitorques_Japanese Scops-Owl	109
Remiz consobrinus_Chinese Penduline-Tit	109
Sitta krueperi_Krüper's Nuthatch	109
Carpospiza brachydactyla_Pale Rockfinch	108
Otus lettia_Collared Scops-Owl	107
Podoces hendersoni_Mongolian Ground-Jay	107
Sinosuthora webbiana_Vinous-throated Parrotbill	107
Halcyon pileata_Black-capped Kingfisher	106
Leucosticte tephrocotis_Gray-crowned Rosy-Finch	105
Stercorarius maccormicki_South Polar Skua	105
Alauda gulgula_Oriental Skylark	104
Egretta eulophotes_Chinese Egret	104
Phylloscopus occipitalis_Western Crowned Warbler	104
Motacilla grandis_Japanese Wagtail	103
Zosterops erythropleurus_Chestnut-flanked White-eye	102
Accipiter virgatus_Besra	101
Terpsiphone incei_Amur Paradise-Flycatcher	101
Tetraogallus caucasicus_Caucasian Snowcock	101
Larus michahellis_Yellow-legged Gull	100
Acridotheres tristis_Common Myna	98
Horornis canturians_Manchurian Bush Warbler	97
Hydrobates pelagicus_European Storm-Petrel	96
Corvus ruficollis_Brown-necked Raven	95
Sitta villosa_Snowy-browed Nuthatch	95
Acrocephalus stentoreus_Clamorous Reed Warbler	94
Anser brachyrhynchus_Pink-footed Goose	94
Lanius vittatus_Bay-backed Shrike	94
Scotocerca inquieta_Scrub Warbler	91
Ceryle rudis_Pied Kingfisher	90
Hydrobates monorhis_Swinhoe's Storm-Petrel	90
Ketupa blakistoni_Blakiston's Fish-Owl	90
Apus pallidus_Pallid Swift	88
Threskiornis melanocephalus_Black-headed Ibis	86
Emberiza cineracea_Cinereous Bunting	85
Rostratula benghalensis_Greater Painted-Snipe	85
Bucanetes githagineus_Trumpeter Finch	84
Fregata ariel_Lesser Frigatebird	84
Curruca crassirostris_Eastern Orphean Warbler	83
Acrocephalus tangorum_Manchurian Reed Warbler	82
Mareca americana_American Wigeon	82
Pterodroma hypoleuca_Bonin Petrel	81
Calidris mauri_Western Sandpiper	80
Curruca melanocephala_Sardinian Warbler	80
Halcyon smyrnensis_White-throated Kingfisher	78
Apus affinis_Little Swift	77
Myophonus caeruleus_Blue Whistling-Thrush	77
Calonectris diomedea_Cory's Shearwater	76
Leiothrix lutea_Red-billed Leiothrix	76
Sterna dougallii_Roseate Tern	76
Ammomanes deserti_Desert Lark	74
Puffinus puffinus_Manx Shearwater	74
Thalasseus bergii_Great Crested Tern	74
Vanellus leucurus_White-tailed Lapwing	74
Onychoprion anaethetus_Bridled Tern	73
Saxicola caprata_Pied Bushchat	72
Serinus pusillus_Fire-fronted Serin	72
Phylloscopus nitidus_Green Warbler	71
Spodiopsar sericeus_Red-billed Starling	71
Alaemon alaudipes_Greater Hoopoe-Lark	70
Rhodospiza obsoleta_Desert Finch	70
Clamator glandarius_Great Spotted Cuckoo	69
Merops orientalis_Green Bee-eater	69
Hippolais languida_Upcher's Warbler	68
Thalasseus bengalensis_Lesser Crested Tern	68
Ammomanes cinctura_Bar-tailed Lark	67
Emberiza cirlus_Cirl Bunting	67
Ptyonoprogne fuligula_Rock Martin	67
Curruca conspicillata_Spectacled Warbler	66
