species	cell_hits
Platysteira concreta_Yellow-bellied Wattle-eye	66
Cercococcyx olivinus_Olive Long-tailed Cuckoo	65
Charadrius leschenaultii_Greater Sand-Plover	65
Columba iriditorques_Bronze-naped Pigeon	65
Cyanomitra cyanolaema_Blue-throated Brown Sunbird	65
Lanius phoenicuroides_Red-tailed Shrike	65
Onychoprion anaethetus_Bridled Tern	65
Oriolus brachyrynchus_Western Black-headed Oriole	65
Phylloscopus bonelli_Western Bonelli's Warbler	65
Pogoniulus scolopaceus_Speckled Tinkerbird	65
Trachyphonus purpuratus_Yellow-billed Barbet	65
Corythaixoides concolor_Gray Go-away-bird	64
Falco amurensis_Amur Falcon	64
Luscinia luscinia_Thrush Nightingale	64
Melaniparus funereus_Dusky Tit	64
Ploceus xanthops_Holub's Golden-Weaver	64
Aythya ferina_Common Pochard	63
Botaurus stellaris_Great Bittern	63
Dromas ardeola_Crab-Plover	63
Halcyon badia_Chocolate-backed Kingfisher	63
Horizocerus albocristatus_White-crested Hornbill	63
Lophoceros camurus_Red-billed Dwarf Hornbill	63
Pogoniulus atroflavus_Red-rumped Tinkerbird	63
Scleroptila gutturalis_Orange River Francolin	63
Thescelocichla leucopleura_Swamp Greenbul	63
Cisticola fulvicapilla_Piping Cisticola	62
Eurillas ansorgei_Ansorge's Greenbul	62
Iduna opaca_Western Olivaceous Warbler	62
Ixonotus guttatus_Spotted Greenbul	62
Macrosphenus concolor_Gray Longbill	62
Merops bullockoides_White-fronted Bee-eater	62
Oenanthe deserti_Desert Wheatear	62
Oriolus nigripennis_Black-winged Oriole	62
Phyllastrephus terrestris_Terrestrial Brownbul	62
Pogoniulus subsulphureus_Yellow-throated Tinkerbird	62
Calandrella brachydactyla_Greater Short-toed Lark	61
Calendulauda sabota_Sabota Lark	61
Caprimulgus fossii_Square-tailed Nightjar	61
Emberiza capensis_Cape Bunting	61
Eremopterix nigriceps_Black-crowned Sparrow-Lark	61
Fraseria ocreata_African Forest-Flycatcher	61
Hippolais polyglotta_Melodious Warbler	61
Lanius collaris_Southern Fiscal	61
Passer diffusus_Southern Gray-headed Sparrow	61
Pternistis squamatus_Scaly Francolin	61
Smithornis rufolateralis_Rufous-sided Broadbill	61
Spermophaga haematina_Western Bluebill	61
Sylvia abyssinica_African Hill Babbler	61
Tricholaema leucomelas_Pied Barbet	61
Turdus libonyana_Kurrichane Thrush	61
Ammomanes deserti_Desert Lark	60
Camaroptera superciliaris_Yellow-browed Camaroptera	60
Chersomanes albofasciata_Spike-heeled Lark	60
Dryotriorchis spectabilis_Congo Serpent-Eagle	60
Estrilda paludicola_Fawn-breasted Waxbill	60
Gymnoris pyrgita_Yellow-spotted Bush Sparrow	60
Poicephalus senegalus_Senegal Parrot	60
Psittacus erithacus_Gray Parrot	60
Pternistis swainsonii_Swainson's Francolin	60
Stercorarius antarcticus_Brown Skua	60
Telophorus zeylonus_Bokmakierie	60
Turtur brehmeri_Blue-headed Wood-Dove	60
Urotriorchis macrourus_Long-tailed Hawk	60
Apus pallidus_Pallid Swift	59
Athene noctua_Little Owl	59
Camaroptera chloronota_Olive-green Camaroptera	59
Cinnyris bifasciatus_Purple-banded Sunbird	59
Cossypha cyanocampter_Blue-shouldered Robin-Chat	59
Lamprotornis nitens_Cape Starling	59
Phoeniculus bollei_White-headed Woodhoopoe	59
Prinia rufifrons_Red-fronted Prinia	59
Tauraco macrorhynchus_Yellow-billed Turaco	59
Tockus erythrorhynchus_Northern Red-billed Hornbill	59
Tockus leucomelas_Southern Yellow-billed Hornbill	59
Cisticola anonymus_Chattering Cisticola	58
Coracina caesia_Gray Cuckooshrike	58
Corvus rhipidurus_Fan-tailed Raven	58
Corvus ruficollis_Brown-necked Raven	58
Gymnobucco calvus_Naked-faced Barbet	58
Melaniparus niger_Southern Black-Tit	58
Phyllolais pulchella_Buff-bellied Warbler	58
Pternistis bicalcaratus_Double-spurred Francolin	58
Anthus lineiventris_Striped Pipit	57
Apaloderma vittatum_Bar-tailed Trogon	57
Batis molitor_Chinspot Batis	57
Calidris alpina_Dunlin	57
Charadrius mongolus_Lesser Sand-Plover	57
Cisticola robustus_Stout Cisticola	57
Cisticola tinniens_Levaillant's Cisticola	57
Cossypha caffra_Cape Robin-Chat	57
Emberiza hortulana_Ortolan Bunting	57
Fulica atra_Eurasian Coot	57
Lybius torquatus_Black-collared Barbet	57
Pterocles senegallus_Spotted Sandgrouse	57
Telophorus viridis_Four-colored Bushshrike	57
Trachyphonus vaillantii_Crested Barbet	57
Calendulauda africanoides_Fawn-colored Lark	56
Cisticola ayresii_Wing-snapping Cisticola	56
Euplectes progne_Long-tailed Widowbird	56
Eupodotis ruficrista_Red-crested Bustard	56
Gymnoris superciliaris_Yellow-throated Bush Sparrow	56
Illadopsis puveli_Puvel's Illadopsis	56
Myrmecocichla aethiops_Northern Anteater-Chat	56
Turdoides jardineii_Arrow-marked Babbler	56
Alaemon alaudipes_Greater Hoopoe-Lark	55
Balearica regulorum_Gray Crowned-Crane	55
Bucorvus leadbeateri_Southern Ground-Hornbill	55
Corvus splendens_House Crow	55
Lamprotornis australis_Burchell's Starling	55
Laniarius barbarus_Yellow-crowned Gonolek	55
Platysteira peltata_Black-throated Wattle-eye	55
Agapornis roseicollis_Rosy-faced Lovebird	54
Cisticola textrix_Cloud Cisticola	54
Stiphrornis erythrothorax_Forest Robin	54
Apalis cinerea_Gray Apalis	53
Curruca nisoria_Barred Warbler	53
Curruca subcoerulea_Chestnut-vented Warbler	53
Gyps fulvus_Eurasian Griffon	53
Melaniparus leucomelas_White-winged Black-Tit	53
Myrmecocichla nigra_Sooty Chat	53
Ammomanes cinctura_Bar-tailed Lark	52
