species	cell_hits
Chordeiles gundlachii_Antillean Nighthawk	31
Dendragapus fuliginosus_Sooty Grouse	31
Empidonax occidentalis_Cordilleran Flycatcher	31
Legatus leucophaius_Piratic Flycatcher	31
Mitrephanes phaeocercus_Tufted Flycatcher	31
Nyctibius jamaicensis_Northern Potoo	31
Peucaea botterii_Botteri's Sparrow	31
Pipilo erythrophthalmus_Eastern Towhee	31
Quiscalus lugubris_Carib Grackle	31
Thamnophilus doliatus_Barred Antshrike	31
Tyrannus forficatus_Scissor-tailed Flycatcher	31
Antrostomus arizonae_Mexican Whip-poor-will	30
Geothlypis poliocephala_Gray-crowned Yellowthroat	30
Heliomaster longirostris_Long-billed Starthroat	30
Icterus wagleri_Black-vented Oriole	30
Lepidocolaptes souleyetii_Streak-headed Woodcreeper	30
Limnothlypis swainsonii_Swainson's Warbler	30
Selasphorus platycercus_Broad-tailed Hummingbird	30
Setophaga graciae_Grace's Warbler	30
Spizella pusilla_Field Sparrow	30
Chasiempis sclateri_Kauai Elepaio	29
Chlorophonia elegantissima_Elegant Euphonia	29
Habia rubica_Red-crowned Ant-Tanager	29
Henicorhina leucophrys_Gray-breasted Wood-Wren	29
Melanerpes erythrocephalus_Red-headed Woodpecker	29
Piranga bidentata_Flame-colored Tanager	29
Rallus obsoletus_Ridgway's Rail	29
