common_name,scientific_name,genus,family,order,category
Green/Cotton Pygmy-Goose,Nettapus pulchellus/coromandelianus,Nettapus,Anatidae,Anseriformes,slash
African Pygmy-Goose,Nettapus auritus,Nettapus,Anatidae,Anseriformes,species
Ringed Teal,Callonetta leucophrys,Callonetta,Anatidae,Anseriformes,species
Wood Duck,Aix sponsa,Aix,Anatidae,Anseriformes,species
Common Shelduck x Wood Duck (hybrid),Tadorna tadorna x Aix sponsa,Tadorna,Anatidae,Anseriformes,hybrid
Mandarin Duck,Aix galericulata,Aix,Anatidae,Anseriformes,species
Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Aix,Anatidae,Anseriformes,hybrid
Maned Duck,Chenonetta jubata,Chenonetta,Anatidae,Anseriformes,species
Finsch's Duck,Chenonetta finschi,Chenonetta,Anatidae,Anseriformes,species
Brazilian Teal,Amazonetta brasiliensis,Amazonetta,Anatidae,Anseriformes,species
Wood Duck x Brazilian Teal (hybrid),Aix sponsa x Amazonetta brasiliensis,Aix,Anatidae,Anseriformes,hybrid
Blue Duck,Hymenolaimus malacorhynchos,Hymenolaimus,Anatidae,Anseriformes,species
Torrent Duck,Merganetta armata,Merganetta,Anatidae,Anseriformes,species
Torrent Duck (Colombian),Merganetta armata leucogenis/colombiana,Merganetta,Anatidae,Anseriformes,group (polytypic)
Torrent Duck (Black-bellied),Merganetta armata turneri,Merganetta,Anatidae,Anseriformes,group (monotypic)
Torrent Duck (Bolivian),Merganetta armata garleppi/berlepschi,Merganetta,Anatidae,Anseriformes,group (polytypic)
Torrent Duck (Patagonian),Merganetta armata armata,Merganetta,Anatidae,Anseriformes,group (monotypic)
Salvadori's Teal,Salvadorina waigiuensis,Salvadorina,Anatidae,Anseriformes,species
Baikal Teal,Sibirionetta formosa,Sibirionetta,Anatidae,Anseriformes,species
Garganey,Spatula querquedula,Spatula,Anatidae,Anseriformes,species
Blue-billed Teal,Spatula hottentota,Spatula,Anatidae,Anseriformes,species
Silver Teal,Spatula versicolor,Spatula,Anatidae,Anseriformes,species
Puna Teal,Spatula puna,Spatula,Anatidae,Anseriformes,species
Blue-winged Teal,Spatula discors,Spatula,Anatidae,Anseriformes,species
Baikal x Blue-winged Teal (hybrid),Sibirionetta formosa x Spatula discors,Sibirionetta,Anatidae,Anseriformes,hybrid
Cinnamon Teal,Spatula cyanoptera,Spatula,Anatidae,Anseriformes,species
Cinnamon Teal (Northern),Spatula cyanoptera septentrionalium,Spatula,Anatidae,Anseriformes,group (monotypic)
Cinnamon Teal (Andean),Spatula cyanoptera [orinoma Group],Spatula,Anatidae,Anseriformes,group (polytypic)
Cinnamon Teal (Southern),Spatula cyanoptera cyanoptera,Spatula,Anatidae,Anseriformes,group (monotypic)
Blue-winged x Cinnamon Teal (hybrid),Spatula discors x cyanoptera,Spatula,Anatidae,Anseriformes,hybrid
Blue-winged/Cinnamon Teal,Spatula discors/cyanoptera,Spatula,Anatidae,Anseriformes,slash
Red Shoveler,Spatula platalea,Spatula,Anatidae,Anseriformes,species
Cape Shoveler,Spatula smithii,Spatula,Anatidae,Anseriformes,species
Australasian Shoveler,Spatula rhynchotis,Spatula,Anatidae,Anseriformes,species
Northern Shoveler,Spatula clypeata,Spatula,Anatidae,Anseriformes,species
Garganey x Northern Shoveler (hybrid),Spatula querquedula x clypeata,Spatula,Anatidae,Anseriformes,hybrid
Blue-winged Teal x Northern Shoveler (hybrid),Spatula discors x clypeata,Spatula,Anatidae,Anseriformes,hybrid
Cinnamon Teal x Northern Shoveler (hybrid),Spatula cyanoptera x clypeata,Spatula,Anatidae,Anseriformes,hybrid
Gadwall,Mareca strepera,Mareca,Anatidae,Anseriformes,species
Gadwall (Common),Mareca strepera strepera,Mareca,Anatidae,Anseriformes,group (monotypic)
Gadwall (Coues's),Mareca strepera couesi,Mareca,Anatidae,Anseriformes,group (monotypic)
Northern Shoveler x Gadwall (hybrid),Spatula clypeata x Mareca strepera,Spatula,Anatidae,Anseriformes,hybrid
Falcated Duck,Mareca falcata,Mareca,Anatidae,Anseriformes,species
Baikal Teal x Falcated Duck (hybrid),Sibirionetta formosa x Mareca falcata,Sibirionetta,Anatidae,Anseriformes,hybrid
Gadwall x Falcated Duck (hybrid),Mareca strepera x falcata,Mareca,Anatidae,Anseriformes,hybrid
Eurasian Wigeon,Mareca penelope,Mareca,Anatidae,Anseriformes,species
Baikal Teal x Eurasian Wigeon (hybrid),Sibirionetta formosa x Mareca penelope,Sibirionetta,Anatidae,Anseriformes,hybrid
Northern Shoveler x Eurasian Wigeon (hybrid),Spatula clypeata x Mareca penelope,Spatula,Anatidae,Anseriformes,hybrid
Gadwall x Eurasian Wigeon (hybrid),Mareca strepera x penelope,Mareca,Anatidae,Anseriformes,hybrid
Falcated Duck x Eurasian Wigeon (hybrid),Mareca falcata x penelope,Mareca,Anatidae,Anseriformes,hybrid
American Wigeon,Mareca americana,Mareca,Anatidae,Anseriformes,species
Wood Duck x American Wigeon (hybrid),Aix sponsa x Mareca americana,Aix,Anatidae,Anseriformes,hybrid
Blue-winged Teal x American Wigeon (hybrid),Spatula discors x Mareca americana,Spatula,Anatidae,Anseriformes,hybrid
Northern Shoveler x American Wigeon (hybrid),Spatula clypeata x Mareca americana,Spatula,Anatidae,Anseriformes,hybrid
Gadwall x American Wigeon (hybrid),Mareca strepera x americana,Mareca,Anatidae,Anseriformes,hybrid
Eurasian x American Wigeon (hybrid),Mareca penelope x americana,Mareca,Anatidae,Anseriformes,hybrid
Eurasian/American Wigeon,Mareca penelope/americana,Mareca,Anatidae,Anseriformes,slash
Chiloe Wigeon,Mareca sibilatrix,Mareca,Anatidae,Anseriformes,species
Eurasian x Chiloe Wigeon (hybrid),Mareca penelope x sibilatrix,Mareca,Anatidae,Anseriformes,hybrid
Amsterdam Duck,Mareca marecula,Mareca,Anatidae,Anseriformes,species
African Black Duck,Anas sparsa,Anas,Anatidae,Anseriformes,species
Yellow-billed Duck,Anas undulata,Anas,Anatidae,Anseriformes,species
Meller's Duck,Anas melleri,Anas,Anatidae,Anseriformes,species
Pacific Black Duck,Anas superciliosa,Anas,Anatidae,Anseriformes,species
Laysan Duck,Anas laysanensis,Anas,Anatidae,Anseriformes,species
Hawaiian Duck,Anas wyvilliana,Anas,Anatidae,Anseriformes,species
Philippine Duck,Anas luzonica,Anas,Anatidae,Anseriformes,species
Indian Spot-billed Duck,Anas poecilorhyncha,Anas,Anatidae,Anseriformes,species
Eastern Spot-billed Duck,Anas zonorhyncha,Anas,Anatidae,Anseriformes,species
Indian/Eastern Spot-billed Duck,Anas poecilorhyncha/zonorhyncha,Anas,Anatidae,Anseriformes,slash
Mallard,Anas platyrhynchos,Anas,Anatidae,Anseriformes,species
Mallard (Domestic type),Anas platyrhynchos (Domestic type),Anas,Anatidae,Anseriformes,domestic
Egyptian Goose x Mallard (hybrid),Alopochen aegyptiaca x Anas platyrhynchos,Alopochen,Anatidae,Anseriformes,hybrid
Ruddy Shelduck x Mallard (hybrid),Tadorna ferruginea x Anas platyrhynchos,Tadorna,Anatidae,Anseriformes,hybrid
Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,Cairina,Anatidae,Anseriformes,hybrid
Wood Duck x Mallard (hybrid),Aix sponsa x Anas platyrhynchos,Aix,Anatidae,Anseriformes,hybrid
Northern Shoveler x Mallard (hybrid),Spatula clypeata x Anas platyrhynchos,Spatula,Anatidae,Anseriformes,hybrid
Gadwall x Mallard (hybrid),Mareca strepera x Anas platyrhynchos,Mareca,Anatidae,Anseriformes,hybrid
Falcated Duck x Mallard (hybrid),Mareca falcata x Anas platyrhynchos,Mareca,Anatidae,Anseriformes,hybrid
Eurasian Wigeon x Mallard (hybrid),Mareca penelope x Anas platyrhynchos,Mareca,Anatidae,Anseriformes,hybrid
American Wigeon x Mallard (hybrid),Mareca americana x Anas platyrhynchos,Mareca,Anatidae,Anseriformes,hybrid
African Black Duck x Mallard (hybrid),Anas sparsa x platyrhynchos,Anas,Anatidae,Anseriformes,hybrid
Yellow-billed Duck x Mallard (hybrid),Anas undulata x platyrhynchos,Anas,Anatidae,Anseriformes,hybrid
Pacific Black Duck x Mallard (hybrid),Anas superciliosa x platyrhynchos,Anas,Anatidae,Anseriformes,hybrid
Hawaiian Duck x Mallard (hybrid),Anas wyvilliana x platyrhynchos,Anas,Anatidae,Anseriformes,hybrid
Indian Spot-billed Duck x Mallard (hybrid),Anas poecilorhyncha x platyrhynchos,Anas,Anatidae,Anseriformes,hybrid
Eastern Spot-billed Duck x Mallard (hybrid),Anas zonorhyncha x platyrhynchos,Anas,Anatidae,Anseriformes,hybrid
Pacific Black Duck/Mallard,Anas superciliosa/platyrhynchos,Anas,Anatidae,Anseriformes,slash
Hawaiian Duck/Mallard,Anas wyvilliana/platyrhynchos,Anas,Anatidae,Anseriformes,slash
Indian Spot-billed Duck/Mallard,Anas poecilorhyncha/platyrhynchos,Anas,Anatidae,Anseriformes,slash
Eastern Spot-billed Duck/Mallard,Anas zonorhyncha/platyrhynchos,Anas,Anatidae,Anseriformes,slash
Mexican Duck,Anas diazi,Anas,Anatidae,Anseriformes,species
Mallard x Mexican Duck (hybrid),Anas platyrhynchos x diazi,Anas,Anatidae,Anseriformes,hybrid
Mallard/Mexican Duck,Anas platyrhynchos/diazi,Anas,Anatidae,Anseriformes,slash
American Black Duck,Anas rubripes,Anas,Anatidae,Anseriformes,species
American Wigeon x American Black Duck (hybrid),Mareca americana x Anas rubripes,Mareca,Anatidae,Anseriformes,hybrid
Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes,Anas,Anatidae,Anseriformes,hybrid
Mallard/American Black Duck,Anas platyrhynchos/rubripes,Anas,Anatidae,Anseriformes,slash
Mottled Duck,Anas fulvigula,Anas,Anatidae,Anseriformes,species
Mottled Duck (Florida),Anas fulvigula fulvigula,Anas,Anatidae,Anseriformes,group (monotypic)
Mottled Duck (Gulf Coast),Anas fulvigula maculosa,Anas,Anatidae,Anseriformes,group (monotypic)
Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,Anas,Anatidae,Anseriformes,hybrid
Mallard x Mexican/Mottled Duck (hybrid),Anas platyrhynchos x diazi/fulvigula,Anas,Anatidae,Anseriformes,hybrid
Mexican x Mottled Duck (hybrid),Anas diazi x fulvigula,Anas,Anatidae,Anseriformes,hybrid
Mallard/Mottled Duck,Anas platyrhynchos/fulvigula,Anas,Anatidae,Anseriformes,slash
Mexican/Mottled Duck,Anas diazi/fulvigula,Anas,Anatidae,Anseriformes,slash
American Black/Mottled Duck,Anas rubripes/fulvigula,Anas,Anatidae,Anseriformes,slash
Cape Teal,Anas capensis,Anas,Anatidae,Anseriformes,species
White-cheeked Pintail,Anas bahamensis,Anas,Anatidae,Anseriformes,species
White-cheeked Pintail (White-cheeked),Anas bahamensis bahamensis/rubrirostris,Anas,Anatidae,Anseriformes,group (polytypic)
White-cheeked Pintail (Galapagos),Anas bahamensis galapagensis,Anas,Anatidae,Anseriformes,group (monotypic)
Mallard x White-cheeked Pintail (hybrid),Anas platyrhynchos x bahamensis,Anas,Anatidae,Anseriformes,hybrid
Red-billed Duck,Anas erythrorhyncha,Anas,Anatidae,Anseriformes,species
Yellow-billed x Red-billed Duck (hybrid),Anas undulata x erythrorhyncha,Anas,Anatidae,Anseriformes,hybrid
Cape Teal x Red-billed Duck (hybrid),Anas capensis x erythrorhyncha,Anas,Anatidae,Anseriformes,hybrid
Northern Pintail,Anas acuta,Anas,Anatidae,Anseriformes,species
Baikal Teal x Northern Pintail (hybrid),Sibirionetta formosa x Anas acuta,Sibirionetta,Anatidae,Anseriformes,hybrid
Northern Shoveler x Northern Pintail (hybrid),Spatula clypeata x Anas acuta,Spatula,Anatidae,Anseriformes,hybrid
Gadwall x Northern Pintail (hybrid),Mareca strepera x Anas acuta,Mareca,Anatidae,Anseriformes,hybrid
Eurasian Wigeon x Northern Pintail (hybrid),Mareca penelope x Anas acuta,Mareca,Anatidae,Anseriformes,hybrid
American Wigeon x Northern Pintail (hybrid),Mareca americana x Anas acuta,Mareca,Anatidae,Anseriformes,hybrid
Pacific Black Duck x Northern Pintail (hybrid),Anas superciliosa x acuta,Anas,Anatidae,Anseriformes,hybrid
Mallard x Northern Pintail (hybrid),Anas platyrhynchos x acuta,Anas,Anatidae,Anseriformes,hybrid
American Black Duck x Northern Pintail (hybrid),Anas rubripes x acuta,Anas,Anatidae,Anseriformes,hybrid
Eaton's Pintail,Anas eatoni,Anas,Anatidae,Anseriformes,species
Yellow-billed Pintail,Anas georgica,Anas,Anatidae,Anseriformes,species
Yellow-billed Pintail (South Georgia),Anas georgica georgica,Anas,Anatidae,Anseriformes,group (monotypic)
Yellow-billed Pintail (South American),Anas georgica spinicauda/niceforoi,Anas,Anatidae,Anseriformes,group (polytypic)
White-cheeked x Yellow-billed Pintail (hybrid),Anas bahamensis x georgica,Anas,Anatidae,Anseriformes,hybrid
Green-winged Teal,Anas crecca,Anas,Anatidae,Anseriformes,species
Green-winged Teal (Eurasian),Anas crecca crecca,Anas,Anatidae,Anseriformes,group (monotypic)
Green-winged Teal (American),Anas crecca carolinensis,Anas,Anatidae,Anseriformes,group (monotypic)
Green-winged Teal (Eurasian x American),Anas crecca crecca x carolinensis,Anas,Anatidae,Anseriformes,intergrade
Baikal x Green-winged Teal (hybrid),Sibirionetta formosa x Anas crecca,Sibirionetta,Anatidae,Anseriformes,hybrid
Garganey x Green-winged Teal (hybrid),Spatula querquedula x Anas crecca,Spatula,Anatidae,Anseriformes,hybrid
Blue-winged x Green-winged Teal (hybrid),Spatula discors x Anas crecca,Spatula,Anatidae,Anseriformes,hybrid
Cinnamon x Green-winged Teal (hybrid),Spatula cyanoptera x Anas crecca,Spatula,Anatidae,Anseriformes,hybrid
Gadwall x Green-winged Teal (hybrid),Mareca strepera x Anas crecca,Mareca,Anatidae,Anseriformes,hybrid
Eurasian Wigeon x Green-winged Teal (hybrid),Mareca penelope x Anas crecca,Mareca,Anatidae,Anseriformes,hybrid
American Wigeon x Green-winged Teal (hybrid),Mareca americana x Anas crecca,Mareca,Anatidae,Anseriformes,hybrid
Mallard x Green-winged Teal (hybrid),Anas platyrhynchos x crecca,Anas,Anatidae,Anseriformes,hybrid
Northern Pintail x Green-winged Teal (hybrid),Anas acuta x crecca,Anas,Anatidae,Anseriformes,hybrid
Garganey/Green-winged Teal,Spatula querquedula/Anas crecca,Spatula,Anatidae,Anseriformes,slash
Andean Teal,Anas andium,Anas,Anatidae,Anseriformes,species
Andean Teal (Merida),Anas andium altipetens,Anas,Anatidae,Anseriformes,group (monotypic)
Andean Teal (Andean),Anas andium andium,Anas,Anatidae,Anseriformes,group (monotypic)
Yellow-billed Teal,Anas flavirostris,Anas,Anatidae,Anseriformes,species
Yellow-billed Teal (flavirostris),Anas flavirostris flavirostris,Anas,Anatidae,Anseriformes,group (monotypic)
Yellow-billed Teal (oxyptera),Anas flavirostris oxyptera,Anas,Anatidae,Anseriformes,group (monotypic)
Yellow-billed Pintail/Yellow-billed Teal,Anas georgica/flavirostris,Anas,Anatidae,Anseriformes,slash
Andean/Yellow-billed Teal,Anas andium/flavirostris,Anas,Anatidae,Anseriformes,slash
Mauritius Duck,Anas theodori,Anas,Anatidae,Anseriformes,species
Andaman Teal,Anas albogularis,Anas,Anatidae,Anseriformes,species
Sunda Teal,Anas gibberifrons,Anas,Anatidae,Anseriformes,species
Gray Teal,Anas gracilis,Anas,Anatidae,Anseriformes,species
Pacific Black Duck x Gray Teal (hybrid),Anas superciliosa x gracilis,Anas,Anatidae,Anseriformes,hybrid
Sunda/Gray Teal,Anas gibberifrons/gracilis,Anas,Anatidae,Anseriformes,slash
Chestnut Teal,Anas castanea,Anas,Anatidae,Anseriformes,species
Pacific Black Duck x Chestnut Teal (hybrid),Anas superciliosa x castanea,Anas,Anatidae,Anseriformes,hybrid
Gray x Chestnut Teal (hybrid),Anas gracilis x castanea,Anas,Anatidae,Anseriformes,hybrid
Gray/Chestnut Teal,Anas gracilis/castanea,Anas,Anatidae,Anseriformes,slash
Bernier's Teal,Anas bernieri,Anas,Anatidae,Anseriformes,species
Auckland Islands Teal,Anas aucklandica,Anas,Anatidae,Anseriformes,species
Campbell Islands Teal,Anas nesiotis,Anas,Anatidae,Anseriformes,species
Brown Teal,Anas chlorotis,Anas,Anatidae,Anseriformes,species
Mallard x Brown Teal (hybrid),Anas platyrhynchos x chlorotis,Anas,Anatidae,Anseriformes,hybrid
Anas sp.,Anas sp.,Anas,Anatidae,Anseriformes,spuh
teal sp.,Anatidae sp. (teal sp.),Anatidae,Anatidae,Anseriformes,spuh
dabbling duck sp.,Anatidae sp. (dabbling duck sp.),Anatidae,Anatidae,Anseriformes,spuh
Pink-eared Duck,Malacorhynchus membranaceus,Malacorhynchus,Anatidae,Anseriformes,species
Marbled Duck,Marmaronetta angustirostris,Marmaronetta,Anatidae,Anseriformes,species
Pink-headed Duck,Rhodonessa caryophyllacea,Rhodonessa,Anatidae,Anseriformes,species
White-winged Duck,Asarcornis scutulata,Asarcornis,Anatidae,Anseriformes,species
Red-crested Pochard,Netta rufina,Netta,Anatidae,Anseriformes,species
Mallard x Red-crested Pochard (hybrid),Anas platyrhynchos x Netta rufina,Anas,Anatidae,Anseriformes,hybrid
Southern Pochard,Netta erythrophthalma,Netta,Anatidae,Anseriformes,species
Rosy-billed Pochard,Netta peposaca,Netta,Anatidae,Anseriformes,species
Canvasback,Aythya valisineria,Aythya,Anatidae,Anseriformes,species
Redhead,Aythya americana,Aythya,Anatidae,Anseriformes,species
Mallard x Redhead (hybrid),Anas platyrhynchos x Aythya americana,Anas,Anatidae,Anseriformes,hybrid
Canvasback x Redhead (hybrid),Aythya valisineria x americana,Aythya,Anatidae,Anseriformes,hybrid
Common Pochard,Aythya ferina,Aythya,Anatidae,Anseriformes,species
Mallard x Common Pochard (hybrid),Anas platyrhynchos x Aythya ferina,Anas,Anatidae,Anseriformes,hybrid
Red-crested x Common Pochard (hybrid),Netta rufina x Aythya ferina,Netta,Anatidae,Anseriformes,hybrid
Ring-necked Duck,Aythya collaris,Aythya,Anatidae,Anseriformes,species
Mallard x Ring-necked Duck (hybrid),Anas platyrhynchos x Aythya collaris,Anas,Anatidae,Anseriformes,hybrid
Canvasback x Ring-necked Duck (hybrid),Aythya valisineria x collaris,Aythya,Anatidae,Anseriformes,hybrid
Redhead x Ring-necked Duck (hybrid),Aythya americana x collaris,Aythya,Anatidae,Anseriformes,hybrid
Ferruginous Duck,Aythya nyroca,Aythya,Anatidae,Anseriformes,species
Red-crested Pochard x Ferruginous Duck (hybrid),Netta rufina x Aythya nyroca,Netta,Anatidae,Anseriformes,hybrid
Common Pochard x Ferruginous Duck (hybrid),Aythya ferina x nyroca,Aythya,Anatidae,Anseriformes,hybrid
Madagascar Pochard,Aythya innotata,Aythya,Anatidae,Anseriformes,species
Baer's Pochard,Aythya baeri,Aythya,Anatidae,Anseriformes,species
Common x Baer's Pochard (hybrid),Aythya ferina x baeri,Aythya,Anatidae,Anseriformes,hybrid
Ferruginous Duck x Baer's Pochard (hybrid),Aythya nyroca x baeri,Aythya,Anatidae,Anseriformes,hybrid
Ferruginous Duck/Baer's Pochard,Aythya nyroca/baeri,Aythya,Anatidae,Anseriformes,slash
Hardhead,Aythya australis,Aythya,Anatidae,Anseriformes,species
Gray Teal x Hardhead (hybrid),Anas gracilis x Aythya australis,Anas,Anatidae,Anseriformes,hybrid
Tufted Duck,Aythya fuligula,Aythya,Anatidae,Anseriformes,species
Mallard x Tufted Duck (hybrid),Anas platyrhynchos x Aythya fuligula,Anas,Anatidae,Anseriformes,hybrid
Red-crested Pochard x Tufted Duck (hybrid),Netta rufina x Aythya fuligula,Netta,Anatidae,Anseriformes,hybrid
Common Pochard x Tufted Duck (hybrid),Aythya ferina x fuligula,Aythya,Anatidae,Anseriformes,hybrid
Ring-necked x Tufted Duck (hybrid),Aythya collaris x fuligula,Aythya,Anatidae,Anseriformes,hybrid
Ferruginous x Tufted Duck (hybrid),Aythya nyroca x fuligula,Aythya,Anatidae,Anseriformes,hybrid
New Zealand Scaup,Aythya novaeseelandiae,Aythya,Anatidae,Anseriformes,species
Greater Scaup,Aythya marila,Aythya,Anatidae,Anseriformes,species
Redhead x Greater Scaup (hybrid),Aythya americana x marila,Aythya,Anatidae,Anseriformes,hybrid
Ring-necked Duck x Greater Scaup (hybrid),Aythya collaris x marila,Aythya,Anatidae,Anseriformes,hybrid
Tufted Duck x Greater Scaup (hybrid),Aythya fuligula x marila,Aythya,Anatidae,Anseriformes,hybrid
Lesser Scaup,Aythya affinis,Aythya,Anatidae,Anseriformes,species
Redhead x Lesser Scaup (hybrid),Aythya americana x affinis,Aythya,Anatidae,Anseriformes,hybrid
Ring-necked Duck x Lesser Scaup (hybrid),Aythya collaris x affinis,Aythya,Anatidae,Anseriformes,hybrid
Tufted Duck x Lesser Scaup (hybrid),Aythya fuligula x affinis,Aythya,Anatidae,Anseriformes,hybrid
Canvasback x scaup sp. (hybrid),Aythya valisineria x marila/affinis,Aythya,Anatidae,Anseriformes,hybrid
Redhead x scaup sp. (hybrid),Aythya americana x marila/affinis,Aythya,Anatidae,Anseriformes,hybrid
Ring-necked Duck x scaup sp. (hybrid),Aythya collaris x marila/affinis,Aythya,Anatidae,Anseriformes,hybrid
Tufted Duck x scaup sp. (hybrid),Aythya fuligula x marila/affinis,Aythya,Anatidae,Anseriformes,hybrid
Greater/Lesser Scaup,Aythya marila/affinis,Aythya,Anatidae,Anseriformes,slash
