Pycnonotus barbatus_Common Bulbul
Stercorarius parasiticus_Parasitic Jaeger
Thalasseus sandvicensis_Sandwich Tern
Larus dominicanus_Kelp Gull
Cisticola tinniens_Levaillant's Cisticola
Cinnyris chalybeus_Southern Double-collared Sunbird
Cinnyris afer_Greater Double-collared Sunbird
Emberiza capensis_Cape Bunting
Serinus canicollis_Cape Canary
Calendulauda sabota_Sabota Lark
Crithagra gularis_Streaky-headed Seedeater
Pternistis natalensis_Natal Francolin
Columba livia_Rock Pigeon
Zosterops virens_Cape White-eye
Lamprotornis bicolor_African Pied Starling
Pluvialis fulva_Pacific Golden-Plover
Cercotrichas signata_Brown Scrub-Robin
Sterna sumatrana_Black-naped Tern
Tockus leucomelas_Southern Yellow-billed Hornbill
Euplectes progne_Long-tailed Widowbird
Cisticola njombe_Churring Cisticola
Coccopygia melanotis_Swee Waxbill
Monticola rupestris_Cape Rock-Thrush
Caprimulgus rufigena_Rufous-cheeked Nightjar
Acridotheres tristis_Common Myna
Sphenoeacus afer_Cape Grassbird
Bradypterus barratti_Barratt's Warbler
Laniarius ferrugineus_Southern Boubou
Ploceus capensis_Cape Weaver
Sylvietta ruficapilla_Red-capped Crombec
Cossypha humeralis_White-throated Robin-Chat
Tricholaema leucomelas_Pied Barbet
Cecropis cucullata_Greater Striped Swallow
Melaenornis silens_Fiscal Flycatcher
Apalis ruddi_Rudd's Apalis
Sula leucogaster_Brown Booby
Telophorus zeylonus_Bokmakierie
Anous tenuirostris_Lesser Noddy
Zosterops pallidus_Orange River White-eye
Agapornis canus_Gray-headed Lovebird
Anthropoides paradiseus_Blue Crane
Lamprotornis nitens_Cape Starling
Tauraco corythaix_Knysna Turaco
Estrilda melpoda_Orange-cheeked Waxbill
