Vanellus chilensis_Southern Lapwing
Arenaria interpres_Ruddy Turnstone
Jacamaralcyon tridactyla_Three-toed Jacamar
Pyrrhura cruentata_Ochre-marked Parakeet
Eleothreptus anomalus_Sickle-winged Nightjar
Campylorhynchus turdinus_Thrush-like Wren
Formicivora serrana_Serra Antwren
Dryobates mixtus_Checkered Woodpecker
Cacicus solitarius_Solitary Black Cacique
Heliornis fulica_Sungrebe
Hemithraupis flavicollis_Yellow-backed Tanager
Chroicocephalus cirrocephalus_Gray-hooded Gull
Coryphaspiza melanotis_Black-masked Finch
Crypturellus undulatus_Undulated Tinamou
Nyctibius grandis_Great Potoo
Crax fasciolata_Bare-faced Curassow
Polystictus superciliaris_Gray-backed Tachuri
Myrmoderus ruficauda_Scalloped Antbird
Calidris canutus_Red Knot
Thalassarche melanophris_Black-browed Albatross
Hemitriccus margaritaceiventer_Pearly-vented Tody-Tyrant
Scytalopus petrophilus_Rock Tapaculo
Euphonia xanthogaster_Orange-bellied Euphonia
Scytalopus novacapitalis_Brasilia Tapaculo
Tyrannopsis sulphurea_Sulphury Flycatcher
Eurypyga helias_Sunbittern
Calidris bairdii_Baird's Sandpiper
Alipiopsitta xanthops_Yellow-faced Parrot
Arremon taciturnus_Pectoral Sparrow
Paroaria capitata_Yellow-billed Cardinal
Vanellus cayanus_Pied Lapwing
Sporophila albogularis_White-throated Seedeater
Sterna hirundo_Common Tern
Thamnophilus torquatus_Rufous-winged Antshrike
Thectocercus acuticaudatus_Blue-crowned Parakeet
Sublegatus modestus_Southern Scrub-Flycatcher
Hymenops perspicillatus_Spectacled Tyrant
Microspingus cabanisi_Gray-throated Warbling Finch
Scytalopus iraiensis_Marsh Tapaculo
Hylocharis sapphirina_Rufous-throated Sapphire
Augastes scutatus_Hyacinth Visorbearer
Melanopareia torquata_Collared Crescentchest
Coccycua cinerea_Ash-colored Cuckoo
Xiphorhynchus guttatus_Buff-throated Woodcreeper
Formicivora grisea_White-fringed Antwren
Ara chloropterus_Red-and-green Macaw
Tachyphonus rufus_White-lined Tanager
Agelaioides badius_Grayish Baywing
Rhopospina caerulescens_Blue Finch
Cranioleuca obsoleta_Olive Spinetail
Pardirallus maculatus_Spotted Rail
