Vanellus chilensis_Southern Lapwing
Embernagra longicauda_Pale-throated Pampa-Finch
Synallaxis scutata_Ochre-cheeked Spinetail
Dysithamnus plumbeus_Plumbeous Antvireo
Hemitriccus margaritaceiventer_Pearly-vented Tody-Tyrant
Calonectris diomedea_Cory's Shearwater
Picumnus albosquamatus_White-wedged Piculet
Pardirallus maculatus_Spotted Rail
Calidris canutus_Red Knot
Thalassarche melanophris_Black-browed Albatross
Herpsilochmus sellowi_Caatinga Antwren
Calidris minutilla_Least Sandpiper
Chroicocephalus cirrocephalus_Gray-hooded Gull
Herpsilochmus pectoralis_Pectoral Antwren
Synallaxis hypospodia_Cinereous-breasted Spinetail
Synallaxis cinerea_Bahia Spinetail
Buteo swainsoni_Swainson's Hawk
Phylloscartes roquettei_Minas Gerais Tyrannulet
Arremon franciscanus_Sao Francisco Sparrow
Euscarthmus rufomarginatus_Rufous-sided Pygmy-Tyrant
Compsothraupis loricata_Scarlet-throated Tanager
Celeus flavus_Cream-colored Woodpecker
Myiopagis gaimardii_Forest Elaenia
Nystalus maculatus_Spot-backed Puffbird
Hemithraupis guira_Guira Tanager
Monasa morphoeus_White-fronted Nunbird
Rhopornis ardesiacus_Slender Antbird
Thamnomanes caesius_Cinereous Antshrike
Porphyriops melanops_Spot-flanked Gallinule
Thripophaga macroura_Striated Softtail
Cyanocorax cyanopogon_White-naped Jay
Formicivora iheringi_Narrow-billed Antwren
Harpia harpyja_Harpy Eagle
Chaetura spinicaudus_Band-rumped Swift
Stercorarius parasiticus_Parasitic Jaeger
Aramides ypecaha_Giant Wood-Rail
Picumnus pygmaeus_Spotted Piculet
Furnarius leucopus_Pale-legged Hornero
Megaxenops parnaguae_Great Xenops
Cranioleuca semicinerea_Gray-headed Spinetail
Polioptila plumbea_Tropical Gnatcatcher
Charadrius wilsonia_Wilson's Plover
Scytalopus diamantinensis_Diamantina Tapaculo
Formicivora grantsaui_Sincora Antwren
Machaeropterus regulus_Kinglet Manakin
Anodorhynchus leari_Indigo Macaw
Heliomaster longirostris_Long-billed Starthroat
